Trading Name,Code,Last Price,ROE %,Mkt Cap ($M),Tot. Rev ($M),P/E,Yield (%),Sector,GTI Score,1-yr %Rev. Chg.
Ying Li Intl,5DM,0.045,-11.36,114.965,39.598,,,Real Estate,87,-23.58
YKGI,YK9,0.151,,70.975,55.252,9.38,,Cyclical Consumer Services,,
Yoma Strategic,Z59,0.116,-4.87,266.496,102.91,,,Real Estate,97,-11.26
Yongmao,BKX,0.71,5.76,62.957,193.221,6.59,1.41,Industrial Goods,71,-21.05
Yongnam,AXB,0.026,,18.303,,,,Industrial & Commercial Services,49,
Yunnan Energy,T43,0.169,1.39,275.437,177.4,106.84,,Technology Equipment,43,323.09
YuuZoo Networks,AFC,0.038,,28.974,15.733,,,Software & IT Services,-12,-4.17
YZJ Fin Hldg,YF8,0.36,,1422.212,,,,Banking & Investment Services,,
YZJ Shipbldg CNY,SO7,5.28,,,,,,,,
YZJ Shipbldg SGD,BS6,1.27,13.02,5042.601,3873.253,7.85,3.94,Industrial Goods,64,
Zheneng Jinjiang,BWM,0.285,3.57,414.029,869.058,9.4,,Renewable Energy,65,
Zhongmin Baihui,5SR,0.66,-13.52,121.61,204.746,,,Retailers,63,-17.59
Zhongxin Fruit,5EG,0.026,12.13,27.418,22.173,9.44,,Food & Beverages,74,-12.77
ZICO Hldgs,40W,0.071,-0.18,24.878,18.831,,,Banking & Investment Services,81,-10.06
Zixin,42W,0.017,0.61,23.504,53.094,31.4,,Food & Beverages,72,-5.24
ARA HTrust USD,XZL,0.38,-1.65,221.988,159.083,,4.14,Real Estate,72.8,73.55
Asian Pay Tv Tr,S7OU,0.112,3.11,202.312,292.784,5.38,8.93,Cyclical Consumer Services,63.5,-2.41
CapLand Ascott T,HMN,1.05,4.85,3721.275,621.242,17.47,5.12,Real Estate,110.6,57.51
CapLand India T,CY6U,1.17,10.38,1381.693,210.611,10.04,6.88,Real Estate,105,9.28
CDL HTrust,J85,1.26,12.58,1597.328,229.356,7.44,4.15,Real Estate,85.3,45.42
Dasin Retail Tr,CEDU,0.205,,164.917,,,18.2,Real Estate,74.6,
Eagle HTrust USD,LIW,0.137,-131.19,119.567,69.414,,,Real Estate,,
Far East HTrust,Q5T,0.65,11.82,1333.907,83.579,6.54,4.14,Real Estate,107.4,0.4
Frasers HTrust,ACV,0.475,4.68,924.515,95.856,15.85,2.92,Real Estate,89,12.07
FSL Trust,D8DU,0.077,22.63,136.14,32.167,7.71,49.07,Transportation,74.5,-3.01
HPH Trust SGD,P7VU,0.26,,,,,,,,
HPH Trust USD,NS8U,0.194,4.08,1733.509,1549.861,12.38,9.46,Transportation,71.3,-8.14
Kep Infra Tr,A7RU,0.55,0.05,2720.525,2005.946,3205.88,7.01,Chemicals,89.9,27.36
NetLink NBN Tr,CJLU,0.875,3.89,3409.85,389.276,32.25,5.93,Telecommunications Services,105.2,3.83
RHT HealthTrust,RF1U,0.019,-3.55,15.265,0.001,,,Industrial & Commercial Services,46.2,
AIMS APAC Reit,O5RU,1.34,5.47,972.465,160.344,12.87,5.58,Real Estate,92.8,
BHG Retail Reit,BMGU,0.485,1.58,250.98,71.883,34.59,3.73,Real Estate,74.7,7.14
CapLand Ascendas REIT,A17U,2.75,7.4,11687.095,1352.686,15.35,4.98,Real Estate,108.7,10.29
CapLand China T,AU8U,1.14,,1941.716,,,6.47,Real Estate,93.7,
CapLand IntCom T,C38U,1.92,5.22,13004.84,1441.747,17.98,4.56,Real Estate,107.2,10.47
Cromwell Reit EUR,CWBU,1.69,,,,,,,,
Cromwell Reit SGD,CWCU,2.41,6.08,944.819,208.52,10.74,9.07,Real Estate,100.7,8.42
Daiwa Hse Log Tr,DHLU,0.62,,433.29,,,4.94,Real Estate,,
Daiwa Hse Log Tr A,JEUU,0,,,,,,,,
DigiCore Reit USD,DCRU,0.615,,707.702,114.95,484.62,6.19,Real Estate,,
EC World Reit,BWCU,0.46,-3.56,364.427,125.097,,12.6,Real Estate,70.2,1.64
EliteComREIT GBP,MXNU,0.505,7.03,242.97,37.543,11.63,9.52,Real Estate,53.6,36.31
ESR-LOGOS REIT,J91U,0.35,-12.91,2355.536,343.232,,7.35,Real Estate,70.6,42.25
First Reit,AW9U,0.28,4.71,565.939,111.275,16.39,9.25,Real Estate,78.8,8.72
Frasers Cpt Tr,J69U,2.13,5.26,3681.11,356.931,17.75,4.72,Real Estate,77.1,4.63
Frasers L&C Tr,BUOU,1.24,15.48,4647.268,450.187,6.37,5.95,Real Estate,101.9,-4.08
IREIT Global EUR,8U7U,0.39,,,,,,,,
IREIT Global SGD,UD1U,0.545,25.75,636.443,83.522,2.54,4.91,Real Estate,68.6,34.69
KepPacOakReitUSD,CMOU,0.49,5.7,511.781,147.976,10.54,11.84,Real Estate,100,4.76
Keppel DC Reit,AJBU,1.98,9.81,3474.465,277.322,15.03,4.72,Real Estate,93,2.31
Keppel Reit,K71U,0.91,7.66,3444.472,219.286,8.56,5.02,Real Estate,85.6,1.24
Lendlease Reit,JYEU,0.685,8.92,1623.762,164.205,8.55,5.61,Real Estate,94.8,115.4
Lippo Malls Tr,D5IU,0.031,-5.53,246.298,205.259,,11.25,Real Estate,79.8,35.48
ManulifeReit USD,BTOU,0.305,-11.75,539.528,202.559,,15.83,Real Estate,87.8,9.43
Mapletree Ind Tr,ME8U,2.28,8.36,6265.798,677.857,14.33,5.26,Real Estate,83.6,19.54
Mapletree Log Tr,M44U,1.63,10.53,7983.743,734.616,10.47,4.92,Real Estate,86.4,12.55
Mapletree PanAsia Com Tr,N2IU,1.69,,9064.045,,,4.88,Real Estate,77,
OUE Com Reit,TS0U,0.335,8.05,1860.123,241.507,7.18,5.44,Real Estate,77.7,-3.35
PARAGONREIT,SK6U,0.96,,2726.525,,,4.02,Real Estate,92,
ParkwayLife Reit,C2PU,4.02,2.89,2426.058,129.972,58.98,3.18,Real Estate,85.7,
Prime US ReitUSD,OXMU,0.435,-2.86,561.942,163.012,,13.79,Real Estate,65.9,4
Sabana Reit,M1GU,0.425,9.24,460.371,94.907,8.63,5.92,Real Estate,74.4,15.86
Sasseur Reit,CRPU,0.82,10.25,1000.696,134.6,8.36,9.02,Real Estate,88,
StarhillGbl Reit,P40U,0.545,2.9,1248.461,190.192,23.09,5.96,Real Estate,91.3,3.46
Suntec Reit,T82U,1.37,7.2,3983.619,427.269,8.58,5.55,Real Estate,74.1,19.33
UtdHampshReitUSD,ODBU,0.5,11.38,294.545,61.242,6.1,10.58,Real Estate,77.6,9.32
